,name,reviews,score,year,month,day,label,sentiment,percent
20736,이지환,너무 재밌어요 한번해보세요,5,2022,9,30,1,긍정,[0.98335993]
20737,하울,너무제미없어보였는데은근제미있음,5,2022,9,28,1,긍정,[0.87623006]
20738,박병준,난 재밌음 사람마다 다 의견이 다르겠지만 난 재밌음,5,2022,9,2,1,긍정,[0.9667304]
20739,박성훈,재밌어요 당분간이게임에집중할듯,5,2022,10,28,1,긍정,[0.9807329]
20740,김슬기,시간 킬링용으로 좋은거 같아요 함께해영,5,2022,9,4,1,긍정,[0.9368782]
20741,ogarooo,너무 뱀서 파쿠리인데,5,2022,11,3,1,긍정,[0.9060744]
20742,나영주,재미있네요 킬링타임,5,2022,11,16,1,긍정,[0.89676124]
20743,장민준,정말 재미있게 하고 있습니다,5,2022,10,13,1,긍정,[0.98155814]
20744,엠디,은근 중독있게 재밌어요 ㅋㅋ,5,2022,10,21,1,긍정,[0.9622051]
20745,Min Young Kim,아이폰 쓰다가 갤럭히로 넘어왔는데 계정 이동 가능한가요,5,2022,10,31,1,긍정,[0.7596322]
20746,Ja Kwon,스트레스 해소 필수 넘 젬있,5,2022,11,12,1,긍정,[0.9486349]
20747,정성룡,광고다보고 로비로 안넘어가져요,5,2022,10,18,1,부정,[0.807785]
20748,남기현,개꿀잼 시간순삭 캐릭도 귀여움,5,2022,10,18,1,긍정,[0.98452455]
20749,광개토대왕,통쾌하고 재미있습니다,5,2022,8,11,1,긍정,[0.98374754]
20750,janghyun kim,오랫만에 정말 재미있어요,5,2022,10,5,1,긍정,[0.98409504]
20751,이정민,짱짱맨 내가 로블록스 장인 우석이보다 잘하는 듯 ,5,2022,9,8,1,긍정,[0.97289264]
20752,Md kwon,게임에서 등 이니까 재미있어요,5,2022,10,24,1,긍정,[0.98417366]
20753,이상영,손까락이 너무 아파요 ㅋㅋ,5,2022,10,30,1,긍정,[0.8695885]
20754,김윤성,시간 순삭 게임,5,2022,11,26,1,긍정,[0.9731214]
20755,리리,시간순삭재밌음,5,2022,12,9,1,긍정,[0.9427253]
20756,김용대,너무재미있게했습니다 이게임 추천,5,2022,9,30,1,긍정,[0.9842961]
20757,유영채,완전 잼있어요,5,2022,12,1,1,긍정,[0.97074246]
20758,조동혁,잼나긴하는데 손봐야될게있네요,5,2022,8,23,1,긍정,[0.75722134]
20759,김나은,오늘 깔았는데 너무 재미있어서 저에 인생갬됐네요,5,2022,9,17,1,긍정,[0.9842786]
20760,정구민,아무생각없음,5,2023,2,8,1,부정,[0.6211201]
20761,tân nguyễn,설치햇는데 광고랑 같아요,5,2022,8,31,1,부정,[0.83333504]
20762,송재용,진짜 재미나네요,5,2022,12,20,1,긍정,[0.9575158]
20763,도지,뱀파이어 서바이벌랑 똑같네요 하지만 제 인생게임입니다,5,2022,10,18,1,긍정,[0.9644375]
20764,강백호,재미써요 중독됨,5,2022,11,19,1,긍정,[0.95627177]
20765,천시우,굿 개재밌어요 시간 잘가요,5,2022,10,22,1,긍정,[0.9839882]
20766,손예슬,너무재밌어요 사랑해요ㅠ,5,2022,9,23,1,긍정,[0.98311377]
20767,삽질수삼,굿겜 단순한겜,5,2022,11,26,1,긍정,[0.93961865]
20768,K Edward,출퇴근길 필수품,5,2022,12,16,1,긍정,[0.8205017]
20769,가네트,최고 암튼 최고입니다,5,2022,8,13,1,긍정,[0.98445016]
20770,윤돌이아부지,킬링타임용 그 이상도이하도 아니다,5,2022,10,18,1,부정,[0.8398543]
20771,이상복,처음접했는데 재미있네요,5,2022,11,15,1,긍정,[0.91322535]
20772,채강미,너무 재밌음 추천 겜,5,2022,10,16,1,긍정,[0.98197454]
20773,조영재,오랜만에 재미나ㅡㄴㄴ게임 찾은듯,5,2022,10,24,1,긍정,[0.8874654]
20774,콜마넴,잘만든게임같아요 재밌습니다,5,2022,10,29,1,긍정,[0.9838514]
20775,김태헌,시간 잘감 ㅎㅎ,5,2023,1,10,1,긍정,[0.89312977]
20776,양성오,재미짐 누가만들었데 칭찬함,5,2022,9,16,1,긍정,[0.9688785]
20777,최예인종성,할로윈 아이템 원 짜리 구매하자 마자 기간이 끝나서 사라져 수령하지 못했습니다 환불 요청 드립니다,5,2022,11,5,1,부정,[0.77806544]
20778,김지혜,광고대로 시원합니다,5,2022,10,14,1,긍정,[0.9578759]
20779,권양우,그냥 시간 떼우기 괜찮아요,5,2022,11,18,1,긍정,[0.5436739]
20780,젠틀맨,기대 안했는데 생각보다 매우 재밌음,5,2022,8,31,1,긍정,[0.98334694]
20781,공기먹는하마,무과금은 하기 좀 힘드내요 챕터 인데 벌써 딜이 안나와요 ㅠㅠ,5,2022,9,28,1,긍정,[0.5716062]
20782,임승범,무한 중독성 짱 잼,5,2022,12,17,1,긍정,[0.9834599]
20783,송현화,스트레스 해소게임,5,2022,11,26,1,긍정,[0.9022568]
20784,윤중민,너무 재밋어요ㅠㅠ,5,2022,8,20,1,긍정,[0.97611827]
20785,박초아,급개있습니다,5,2023,2,25,1,긍정,[0.95256937]
20786,이민희,ㅋㅋ걍 재미가넘쳐흘러욬ㅋㅋㅋㅋㅋ,5,2022,11,7,1,긍정,[0.93557054]
20787,JAERYONG SIM,아직까진괜찮음,5,2022,12,6,1,긍정,[0.8091945]
20788,황용병,리뷰 수정 재밌게 게임하고있습니다 킹탕특공대저 알바 아닙니다,5,2022,10,21,1,긍정,[0.9022917]
20789,휴식,재미는 있는데 지겹다,5,2022,10,3,1,부정,[0.7361964]
20790,최재혁,간만에 재밋는 모바일겜 발견 중독성갑 시간잘감 개꿀잼,5,2022,9,16,1,긍정,[0.9842498]
20791,Jinwoo Jung,재미있음 ㅋㅋ 시간이 금방가네여,5,2022,9,27,1,긍정,[0.90242577]
20792,류창관,시간 간 줄 몰라요 넘 재미또,5,2022,10,9,1,긍정,[0.9775119]
20793,강연성,최고 근대 챕터에서 몃분의끝나요,5,2022,8,20,1,긍정,[0.97517926]
20794,이초록,애들이 하기엔 조금 어려움,5,2022,8,31,1,긍정,[0.6464519]
20795,심규민,너무재밌있는겄같아요,5,2022,9,11,1,긍정,[0.95883185]
20796,전장현,아주재밌어요,5,2022,11,28,1,긍정,[0.9672564]
20797,__요한,간만에 잼는겜 찾았네요 ㅎㅎㅎ 굳,5,2022,10,3,1,긍정,[0.96688366]
20798,2 1,멀티도 만들어주실 수 있나요 협동같은거,5,2022,10,10,1,긍정,[0.93893915]
20799,김기남,에서하던 벰파이어랑은 약간 다른 즐거움,5,2022,10,22,1,긍정,[0.6996673]
20800,양준영,개꿍재빔 할거없을때 강추,5,2022,9,11,1,긍정,[0.9840044]
20801,주진호,재미있는 게임입니다 해보세요,5,2022,10,2,1,긍정,[0.9624682]
20802,차현욱,굿 너무 재밌어요,5,2022,10,18,1,긍정,[0.9824798]
20803,주희김,재미있는 게임추천,5,2022,9,3,1,긍정,[0.96689075]
20804,김다은,너무제밌다와나빠딴겜못하겠어,5,2022,9,9,1,긍정,[0.8965864]
20805,무야호,재미있군요 ㅎ,5,2022,11,22,1,긍정,[0.9362806]
20806,윤둥실,혜안님 유튜브 보고 해봄 신랑이랑 둘이 으악 안돼 이러면서 하고있뜸 시간 순삭 시간 지우고 싶으시면 이거하세요우,5,2022,11,1,1,긍정,[0.9722144]
20807,신승,너무너무좋아요,5,2023,4,16,1,긍정,[0.9831034]
20808,ᄀᄉᄅ,나 아니템 죽음에 그 뭐 ㅋ 써 봐는데도 사기였습니다 근데나 초 남기고 죽은거 뭔데요 제작자님ㅋㅋㅋ,5,2022,10,28,1,부정,[0.75776374]
20809,두룽초,때깔좋은 짭겜이지만 재밌어,5,2022,10,25,1,긍정,[0.93583494]
20810,신용하,스팀에있는게임과비슷하고 완전재미있음,5,2022,9,2,1,긍정,[0.97459465]
20811,커민,심심할때 하면은 재밌네요 ㅎㅎ,5,2022,10,15,1,긍정,[0.89526767]
20812,김영구쓰,너무너무너무너무너무너무너무너무 제미이습니다,5,2022,10,28,1,긍정,[0.97993785]
20813,김태완,너무게임이 재미있어요,5,2022,10,13,1,긍정,[0.98359895]
20814,송하율,이게 게임 임 와 ㅁㅊ듯이 재밌다 보상좀 퍼주세요,5,2022,9,27,1,긍정,[0.9030564]
20815,Jina Jina,좋아요 ㅋㅋㅋ ㅋㅋ ㅋㅋ,5,2023,2,17,1,긍정,[0.90320086]
20816,ᄀᄀ (우롱각시),와진짜 재미있어요,5,2022,9,4,1,긍정,[0.9826047]
20817,이준일,재밌는데 스트레스 해소도 되고,5,2022,9,18,1,긍정,[0.97048396]
20818,윤영석,타격감최고입니다,5,2022,11,3,1,긍정,[0.9843262]
20819,솔애,남친이 재밌다고 추천해줬는데 재밌네용 ㅋㅋ,5,2022,8,17,1,긍정,[0.9811825]
20820,황태령,답변 감사드리고 재미는 있습니다,5,2022,10,23,1,긍정,[0.89973134]
20821,게임 마스터,왜저만 업데이트가 안돼죠,5,2022,10,23,1,부정,[0.7752914]
20822,임원택,와진짜 속이시원해지네요,5,2022,11,19,1,긍정,[0.9699239]
20823,이사부,굿굿 재미잇네요,5,2022,12,3,1,긍정,[0.95550656]
20824,이용성,재미 있고 스릴이있습니다,5,2022,10,23,1,긍정,[0.9739609]
20825,공창호,와 이게 너무잼있어요,5,2022,11,17,1,긍정,[0.96790767]
20826,유승희,스킬이 다양해서 재밌어요,5,2022,10,10,1,긍정,[0.981292]
20827,아름,렉도 없고 스트레스가 풀리내요,5,2022,10,8,1,긍정,[0.97965413]
20828,김태훈,너무너무 재미 있다,5,2022,10,21,1,긍정,[0.9731697]
20829,joonchan Park,와우 애니팡 이후 처음으로 중독 됐어요,5,2022,10,20,1,긍정,[0.98358697]
20830,이왕식,현질유도 빼고는 괜춘,5,2022,11,19,1,긍정,[0.86403865]
20831,woongs Fernando,매직서바이벌 하다가 넘어왓는데 재밋음,5,2022,10,19,1,긍정,[0.9794732]
20832,손지호,겁나 재밌는데 단계가 진짜어려워요,5,2022,9,24,1,긍정,[0.8826828]
20833,HJ Kim,요근래 최고의 재미,5,2022,10,16,1,긍정,[0.9702588]
20834,태둥이,너무재밌어요 스트레스도풀리는것같아요,5,2022,10,10,1,긍정,[0.98347074]
20835,김상현,재미있어요,5,2022,11,27,1,긍정,[0.95106906]
20836,김준이,이게 탕탕특공대 너무 재밌엉,5,2022,10,18,1,긍정,[0.9663082]
20837,준희,아직까지 재밌게하고있습니다,5,2022,9,30,1,긍정,[0.97725654]
20838,점지다람쥐,뇌 빼고 시간 녹이기 딱좋음,5,2022,10,1,1,긍정,[0.8754122]
20839,이효광,생각보다 잼있네요 무조건범위선택 ㅎ,5,2022,9,22,1,긍정,[0.8783925]
20840,김남호,시간 순삭하는 재밌어요,5,2022,9,16,1,긍정,[0.979845]
20841,조유진,재미 어요,5,2023,1,29,1,긍정,[0.9244728]
20842,JK Seo,간편하고 재밌네요,5,2022,8,24,1,긍정,[0.9734842]
20843,vertex x,이런류 처음해보는데 재미있네요 ㅎ,5,2022,10,2,1,긍정,[0.9769831]
20844,최성황,게임이 너무 재밌어요,5,2022,10,3,1,긍정,[0.9765247]
20845,류소현,재미있고 속이시원하다,5,2022,11,12,1,긍정,[0.9734961]
20846,배성호,너무 재밌어용,5,2022,10,8,1,긍정,[0.98323834]
20847,조남정,굿 최고네요,5,2023,1,24,1,긍정,[0.98056084]
20848,Uranus Yoo,타임 킬링게임 이네요 ㅎ 잼납니다,5,2022,8,27,1,긍정,[0.89676815]
20849,이정원,너무재밌다하하하,5,2023,1,11,1,긍정,[0.9703494]
20850,이성호,정말멋진게임입니다굿이에요,5,2022,9,9,1,긍정,[0.98427755]
20851,루시지효,제품좋아요 번창하시길,5,2022,10,7,1,긍정,[0.9604696]
20852,신동민,시간가는줄 모른다는걸 느끼게됨 ㅋㅋ,5,2022,12,5,1,긍정,[0.9620554]
20853,Chanho Kim,가볍게 하기 딱 좋음,5,2022,10,12,1,긍정,[0.9677979]
20854,조한율,뭔지몰른는대 재미있는대,5,2022,8,14,1,긍정,[0.8690521]
20855,장동규,하 아침 일찍 일어나야되는데 호기심에 깔았다가 아침에 자게 생겼네ㅡㅡ,5,2022,9,23,1,부정,[0.508796]
20856,Creamcandy,평범하게 재밌는수준,5,2022,9,22,1,긍정,[0.9150267]
20857,천명준,할수록재미있음 강추,5,2022,11,9,1,긍정,[0.9809747]
20858,정재현,지져스 가브리엘 제주스 무슨말이 필요해 모두가 널 작품이라고 불러,5,2022,8,24,1,긍정,[0.8853001]
20859,김소망,이거 너무 재미가 있다,5,2022,10,14,1,긍정,[0.966257]
20860,뻐라돌이,너무 잼있어요 ㅎㅎ 완전 갓겜 ,5,2022,10,22,1,긍정,[0.9810735]
20861,홍준기,생각보다 어려운데 할만하네요,5,2022,9,20,1,긍정,[0.8137754]
20862,고양이,탕탕특공대라니 넘나 귀엽잖니,5,2022,8,24,1,긍정,[0.96879286]
20863,ᆞᄂᄋᄀ,뭔가 그냥 재밌다,5,2023,1,11,1,긍정,[0.936835]
20864,김동석,재미있어요 시간가는줄 모르겠네요ㅋ,5,2022,9,29,1,긍정,[0.97040415]
20865,신은섭,재미있게 게임하고있습니다,5,2022,8,26,1,긍정,[0.95771605]
20866,낚시왕,뱀서매서궁수의전설,5,2022,9,3,1,긍정,[0.87678754]
20867,이서형,재밌네요 시간순새,5,2022,11,21,1,긍정,[0.9404367]
20868,이해인,이게 넘 재미있음 ,5,2022,10,7,1,긍정,[0.97084266]
20869,김태현,그 돼지저금통있잖아요 돈을 내야 살수있는데 무과금유저들은못사니까없어도살수있게 해주세요,5,2022,9,29,1,부정,[0.5420445]
20870,김민성,넘 시간이 잘 감 즐,5,2022,10,15,1,긍정,[0.86551666]
20871,정상철,처음 했봤는데 꿀잼,5,2023,1,10,1,긍정,[0.9815693]
20872,고양이,너무재밌고시간날때하니시간이빠르게지나가요,5,2022,10,5,1,긍정,[0.97319305]
20873,이슬,생각보다 쉽지않아서 더 재밌다,5,2022,10,9,1,긍정,[0.9703992]
20874,김영미,재미있었다 같이 보냅니다 ㅎㅎ,5,2022,10,5,1,긍정,[0.9517665]
20875,Seung Won Baik,타격감이 너무 좋아요,5,2022,8,17,1,긍정,[0.98396194]
20876,진온의 사생활,와우 너무 잼있어용,5,2022,9,14,1,긍정,[0.97439134]
20877,강병곤,오랜만에 개꿀잼 게임 등장,5,2022,9,13,1,긍정,[0.98444563]
20878,신승열,굿굿 너무재밋습니다,5,2022,11,2,1,긍정,[0.9791835]
20879,송간지,이거 미친게임ㅋ 시간이 후다닥 가버리네,5,2022,10,24,1,부정,[0.73653555]
20880,안종용,시건가는줄 모르고 하게되네요,5,2022,11,10,1,긍정,[0.9262816]
20881,김재현,잼있고 중독성있네,5,2022,12,15,1,긍정,[0.9603729]
20882,라이쭈,와 이거 너어어무 따봉,5,2023,2,3,1,긍정,[0.9816813]
20883,유연성,게임 괜찮아요 ㅋㅋㅋㅋ,5,2022,12,16,1,긍정,[0.77948415]
20884,김선호,킬링타임굳,5,2023,2,28,1,긍정,[0.9468129]
20885,원dyddyddl,잼있는데 현질유도가심함,5,2022,11,16,1,긍정,[0.6657378]
20886,진영호,시간때우기 짱 ㅋㅋ,5,2022,11,21,1,긍정,[0.96872]
20887,오정석,새로온 장르의 중독성강한 게임,5,2022,11,16,1,긍정,[0.97877467]
20888,아둘빠,무가금으로도 쉽게 할 수 있어요,5,2022,10,2,1,긍정,[0.9799329]
20889,강창권,너무재밌있습니다꼭해보세요,5,2022,9,23,1,긍정,[0.98292714]
20890,김진우,킬링타임으로는 이만한게임 없는듯요,5,2022,9,15,1,긍정,[0.97787535]
20891,노노기목,너무 재밌어요 이게임 강추,5,2022,8,27,1,긍정,[0.98448455]
20892,doge doge,아주 좋다 ㄱ,5,2023,3,11,1,긍정,[0.9697552]
20893,태린아빠,재미지다 추천박는다,5,2022,10,9,1,긍정,[0.9752157]
20894,주빵(JuBBang),하기쉽고 재미있네요,5,2022,9,30,1,긍정,[0.9724539]
20895,김지환,시간 가는줄 모르겠어요 재미있네요,5,2022,9,30,1,긍정,[0.9590854]
20896,이원필,아무 생각없이 즐기수있는겜이에욥,5,2022,10,4,1,긍정,[0.8969934]
20897,sw c,자동좀 ㅋ,5,2023,2,17,1,긍정,[0.67389745]
20898,고봉길,끝을보게만드는게임입니다,5,2022,9,19,1,긍정,[0.8642816]
20899,이준서,넘 재미있는거 아니냐고이건 반칙이야,5,2022,10,23,1,긍정,[0.9561521]
20900,김1,탕탕 특공대 처음부터 하고 싶습니다 계정을 초기화 해주세요,5,2022,11,5,1,부정,[0.7391889]
20901,조종국,너무 재미있어요개발자님 굿,5,2022,9,1,1,긍정,[0.9844194]
20902,구운까까,굿 재미있어요 시간사는줄 모르겠네요,5,2022,10,12,1,긍정,[0.97690636]
20903,율트,너무 재밌어용 ,5,2022,10,15,1,긍정,[0.98323834]
20904,나호광,잼따 딸이 하길래 가치해봄,5,2022,12,27,1,긍정,[0.92907554]
20905,배민주,너무 재밌네요 시간동안 하고 있어요,5,2022,10,17,1,긍정,[0.97952956]
20906,롤리폴리,스트레스가 풀리고 좋습니다,5,2022,9,11,1,긍정,[0.9701222]
20907,라기RAGI,이게 게임이지 엔씨야 좀 배워라,5,2022,10,29,1,부정,[0.76525956]
20908,장윤철,너무 재미있네요,5,2022,8,21,1,긍정,[0.9672474]
20909,지옥선,이게임만들어줘서 감사함니다,5,2022,10,28,1,긍정,[0.98223853]
20910,뜬감,패치좀 해주세요 불면증이없어졌어요,5,2022,9,23,1,부정,[0.6245836]
20911,손승민,모바일로 나오니 재밋네여ㅎㅎ시간가는줄 모르겠네여ㅎ,5,2022,9,4,1,긍정,[0.9732982]
20912,유유,재미있고 저 이제 한 번 이겼어요,5,2022,11,5,1,긍정,[0.97080946]
20913,Wiwk E,자꾸 따라했다 뭐 서바이벌 아이오 따라했다 이러시는분이 많으신데 이분 궁수의 전설 제작자분이신건 알고계시죠,5,2022,8,28,1,긍정,[0.9471874]
20914,김진욱,신의게임 랙터짐ㅋㅋㅋ 너무좋아 이게임,5,2022,9,11,1,긍정,[0.9842494]
20915,용사,챕터부터 보스 몬스터 약하게 해주세요 힘들어요ㅠㅠ,5,2022,9,9,1,긍정,[0.8533387]
20916,정나균,초등학생 조카땜에 깔았는데 재미나서 제가마니함,5,2022,10,5,1,긍정,[0.8733355]
20917,jh son,중독성있는 게임입니다,5,2022,9,27,1,긍정,[0.9672149]
20918,김창현,중독성강한겜임돠 스릴만점겜임돠 강력추천겜임돠,5,2022,9,27,1,긍정,[0.98443997]
20919,루이보스,게임 매우 재미있습니다,5,2022,9,11,1,긍정,[0.9805132]
20920,박재홍,귀엽고 재밌네요,5,2022,10,17,1,긍정,[0.9770964]
20921,박찬,너무 재밌어욯ㅎㅎㅎㅎㅎㅎ,5,2022,11,6,1,긍정,[0.97513264]
20922,백영현,킬링타임에 아주 그만,5,2022,8,28,1,부정,[0.5730795]
20923,최철영,재미있게 즐기고 있어요,5,2022,10,15,1,긍정,[0.9642231]
20924,바이올렛정민가드,너무 재미있어요,5,2022,9,3,1,긍정,[0.9783698]
20925,신재식,승부욕자극깨임,5,2023,1,20,1,긍정,[0.9671573]
20926,이경민,리얼 광고 그대로,5,2022,9,23,1,부정,[0.6047635]
20927,이재구,레밸이 너무너무 빨리 참,5,2022,11,9,1,부정,[0.5954365]
20928,nan zhiyong,애들이 하길래 일부로 해봤는데 개 재밌음ㅋㅋ,5,2022,10,27,1,긍정,[0.9845334]
20929,김두환,재미 있어요 스트레스플림,5,2022,10,31,1,긍정,[0.9457658]
20930,김주원,중독돼요,5,2022,12,26,1,긍정,[0.92998725]
20931,바다양눈팅,좀비땜에 긴장감이 짱임돠ㅋ잼나요,5,2022,11,10,1,긍정,[0.90940094]
20932,티라유튜브,이것 너무 스트레스가 풀리고 그리고 갓겜,5,2022,9,18,1,긍정,[0.9421665]
20933,당당구리,너무재밌어여 아까는 죄송합니당ㅠ,5,2023,2,1,1,긍정,[0.98356503]
20934,김석재,일단 할만합니다,5,2023,2,4,1,긍정,[0.92656827]
20935,류성남,정말 재밌는 개임 임니다,5,2022,10,7,1,긍정,[0.97992367]
20936,김호섭,자꾸 중독성있게 하게 되네요,5,2022,11,14,1,긍정,[0.9003312]
20937,이동현,시간가는줄모르고하고있습니다 ㅋㅋ,5,2022,9,12,1,긍정,[0.97113615]
20938,레전드권,뱀서형님을 똑닮은 동생,5,2023,2,17,1,긍정,[0.9145588]
20939,오세나,재미있어요 추천 드려요,5,2022,11,14,1,긍정,[0.9797576]
20940,HS P,오오 완전 잼있어요  영자님 감사합니다 ,5,2022,10,20,1,긍정,[0.97983587]
20941,견원지간,재밌누 무과금도 괜찮은듯 아직까진,5,2022,10,19,1,긍정,[0.9738027]
20942,이종성,미친 재미 푹빠짐,5,2022,9,25,1,긍정,[0.9625923]
20943,조문희,재미가 넘처요ㅡ,5,2022,9,10,1,긍정,[0.89457047]
20944,민범희,재미있어요 업데이트 많이해주세요,5,2022,9,29,1,긍정,[0.9739087]
20945,안길수,뱀파이어 서바이벌 모바일 느낌,5,2022,11,2,1,긍정,[0.7753827]
20946,전병철,은근히중독성잇음,5,2022,12,1,1,긍정,[0.9514829]
20947,이나현,이거완젼강추이거덕분에스트레스가팡팡나라감ㅁ,5,2022,11,21,1,긍정,[0.96620595]
20948,거지왕김춘삼,아이들이 재미있게 함,5,2022,10,3,1,긍정,[0.8916665]
20949,넘실,시간 가는줄 모르고하게되는게임,5,2022,11,8,1,긍정,[0.9681516]
20950,오찬민,왠지 모르게 재미있다,5,2022,9,13,1,긍정,[0.94217354]
20951,이불 냥이,드디어 제대로된 게임이 생겼다,5,2022,10,7,1,긍정,[0.984126]
20952,신윤정,괴물들이 빨리잡혀서좋아요,5,2022,9,24,1,긍정,[0.97361237]
20953,K MC,너무 재밌게 하고있어요,5,2022,10,10,1,긍정,[0.98145205]
20954,박요한,아니 진짜 내가 이 얘기는 안하려고 했는데 수박 존야 재밌네,5,2022,10,22,1,긍정,[0.9839091]
20955,서장원,재밌네요 시간 잘가요,5,2022,10,16,1,긍정,[0.89261717]
20956,super_NK,ㅋㅋㅋ시간잘가네,5,2022,12,20,1,긍정,[0.8928629]
20957,이원국,시간가는줄 모르고 하고있네요 ,5,2022,12,1,1,긍정,[0.9702736]
20958,강태호,어렵고 잼있어요,5,2022,10,17,1,긍정,[0.87305844]
20959,최성민,스트레스가 너무 잘풀리네요,5,2022,9,12,1,긍정,[0.9049405]
20960,내가신이다,이거진짜 너무재미있어요ㅅ,5,2022,10,15,1,긍정,[0.98341364]
20961,jonghoon kim,너무 재밌있어요,5,2022,10,3,1,긍정,[0.9814425]
20962,Tube Qeen,정말 재미있게 하고있습니다,5,2022,10,6,1,긍정,[0.98055273]
20963,조형민,심심할때 마다 추천,5,2022,10,7,1,긍정,[0.8927335]
20964,박도현,잼있군요 시간 죽이기 넘 좋군요,5,2022,9,6,1,긍정,[0.9439375]
20965,김대원,시간죽이기,5,2023,1,26,1,긍정,[0.6891082]
20966,도인사,뱀파이어 서바이벌에 궁수의 전설이면 재밌지 뱀서 대놓고 따라한건 감점요소,5,2022,9,7,1,긍정,[0.8440093]
20967,김영진김영진,할만함 ㅋㅋ 재미있음,5,2022,10,20,1,긍정,[0.956038]
20968,신용인,굳 어렵네요,5,2022,12,15,1,긍정,[0.9300449]
20969,허서영,진짜 재미있어요 진짜 시간가는줄 모른다니까요,5,2022,10,8,1,긍정,[0.98315006]
20970,jjin p,너무 재밌네요ㅎㅎ,5,2022,9,25,1,긍정,[0.9743552]
20971,김유건,소과금으로 해도 재밌네요 ㅎㅎ,5,2022,9,10,1,긍정,[0.9752265]
20972,eunhee lee,핵꿀잼 그업나 어려워,5,2022,10,10,1,긍정,[0.970973]
20973,정동규,재밋네요ㅎㅎ,5,2023,1,1,1,긍정,[0.9162181]
20974,김정현,궁수의 전설이후로 중독성강한 겜이네요,5,2022,9,25,1,긍정,[0.971324]
20975,정상우,킬링타임으로 딱 재밋어요,5,2022,10,29,1,긍정,[0.96365297]
20976,뎃츠뜨잉,랜덤무기 너무 힘듬 ㅠ,5,2022,10,2,1,부정,[0.6416966]
20977,천옥형,로그라이크 형식의 재미,5,2022,10,6,1,긍정,[0.88033146]
20978,유재현,최근게임중 중독성 쩔어요,5,2022,11,5,1,긍정,[0.98417956]
20979,김하오,해본게임중에재일잼있음ㅇㅈ,5,2022,9,10,1,긍정,[0.96957445]
20980,강바름,시간 가는줄 모르고 잼나게,5,2022,11,30,1,긍정,[0.912391]
20981,방디딩diding sound,스트레스 싹스리네요,5,2023,3,19,1,긍정,[0.75382566]
20982,민경용,태호와 동훈이가 소개시켜 줬는데 재밌네요,5,2022,10,16,1,긍정,[0.9755839]
20983,가을이,전투종료시나 일시멈춤시 실제 피해량 표기 혹은 표기 창이 생성되었으면 합니다,5,2022,9,28,1,긍정,[0.6775745]
20984,달려라깐돌이,킬링 타임 굳,5,2023,1,16,1,긍정,[0.9506563]
20985,Actuary99,스킬콤보가있어서 좋아요,5,2022,11,8,1,긍정,[0.97327834]
20986,재은,갓겜이라서해봤는데너무재미있었습니다재폰첫번째게임임니다재밌어용,5,2022,9,12,1,긍정,[0.98454535]
20987,김근효,뱀서류게임 잘만들었네요,5,2022,11,12,1,긍정,[0.982928]
20988,임유성,겁나게 많이 재밌음,5,2022,10,12,1,긍정,[0.97655576]
20989,박냥이,등게임인 이유알겠습니다 아주 굿 ,5,2022,9,26,1,긍정,[0.9836818]
20990,이장욱,너무재미있고 저한테 딱 맞아요,5,2022,10,21,1,긍정,[0.9822771]
20991,jjkkiop hh,장비 제발 좋은것 좀,5,2022,8,15,1,긍정,[0.6881834]
20992,제갈민,너무스프레스가날라가는거같습니다,5,2022,9,6,1,부정,[0.7652449]
20993,you jin kim,한수록 재미있어요 ㅎㅎ,5,2022,10,23,1,긍정,[0.9431607]
20994,이대규,너무 재미있어요 추천,5,2022,10,9,1,긍정,[0.9838666]
20995,멍머ᄋ머멍 멍머엄멍머멍머멍,개재밌음 시간 순삭갬 시간 때울때 강추 심심할때도 개재밌누,5,2022,9,28,1,긍정,[0.9844742]
20996,v건우서희이야기,재미있어요만이들 깔아주세요,5,2022,11,8,1,긍정,[0.973717]
20997,김영주,첨하는데 재미있어요,5,2022,10,2,1,긍정,[0.96851975]
20998,김성찬,멀티모드 같은거 만들어주실수있나여,5,2022,9,25,1,긍정,[0.8637203]
20999,김정훈,심심풀이로 딱이네,5,2022,12,25,1,긍정,[0.8657439]
21000,하자매mom,젤리빈 선물 딸기토끼이하온,5,2022,12,24,1,긍정,[0.8647657]
21001,최지후,완전재미있어요,5,2023,2,15,1,긍정,[0.9829847]
21002,Cloe Linda,재미있어요,5,2022,12,9,1,긍정,[0.95106906]
21003,김총이야,재미있음 시간순삭,5,2022,9,1,1,긍정,[0.9585661]
21004,임경두,재미있어요ㅡㅡㅡㅡ,5,2022,12,6,1,긍정,[0.95129365]
21005,Serah Park,어떤사람이 챕이 레전드 아니면 안된다는데 난 엘리트 개로도 되던데,5,2022,10,20,1,부정,[0.7284421]
21006,HJ PARK,개꿀잼 ㅋㅋㅋ 뱀서보다 낫다,5,2022,8,20,1,긍정,[0.98369414]
21007,이정민,재미있는데 보석모으기힘들어요 ㅠㅠ,5,2022,10,21,1,긍정,[0.73187083]
21008,오승엽,너무 재미있음,5,2022,10,10,1,긍정,[0.97284454]
21009,박성현,넘 재밌어요 이거 꼭추천,5,2022,12,8,1,긍정,[0.98453104]
21010,D DD,시간 진짜 빨리가고 현질 유도 없음,5,2022,10,27,1,부정,[0.6992615]
21011,이형진,잼나요무과금입니다,5,2022,12,21,1,긍정,[0.8885689]
21012,이금남,너무 재밌네요,5,2022,10,30,1,긍정,[0.97233814]
